Trait1	Trait2	RatioModified1	RatioModified2	OverlapProteins	OverlapProteoforms	Difference
GallbladderNeoplasms	GallbladderNeoplasms	0.5	0.5	1	2	1
GallbladderNeoplasms	GlomerularFiltrationRate	0.5	0.288889	1	2	1
GallbladderNeoplasms	Hip	0.5	0.439114	1	2	1
GallbladderNeoplasms	Neuroticism	0.5	0.185185	1	2	1
GallbladderNeoplasms	PlateletFunctionTests	0.5	0.321212	1	2	1
GallbladderNeoplasms	Putamen	0.5	0.333333	1	2	1
GallbladderNeoplasms	coenzymeQ10	0.5	0.2	1	2	1
GastrointestinalNeoplasms	CarcinomaSquamousCell	0.5	0.258065	1	3	2
GastrointestinalNeoplasms	EsophagealNeoplasms	0.5	0.230769	2	4	2
GastrointestinalNeoplasms	GastrointestinalNeoplasms	0.5	0.5	2	4	2
GastrointestinalNeoplasms	LungNeoplasms	0.5	0.302326	1	3	2
GastrointestinalNeoplasms	OpticDisk	0.5	0.446809	2	4	2
Genotype	BronchodilatorAgents	0.333333	0.172932	2	3	1
Genotype	Genotype	0.333333	0.333333	2	3	1
Genotype	LungVolumeMeasurements	0.333333	0.219178	2	3	1
Genotype	MeanPlateletVolume	0.333333	0.236842	1	2	1
Genotype	PlateletFunctionTests	0.333333	0.321212	1	2	1
Genotype	Transplants	0.333333	0.551724	2	3	1
Genotype	thyroidmicrosomalantibodies	0.333333	0.142857	1	2	1
Glaucoma	Aorta	0.647059	0.619048	1	12	11
Glaucoma	ArthritisJuvenile	0.647059	0.444444	1	12	11
Glaucoma	BodyWeight	0.647059	0.335878	1	12	11
Glaucoma	Glaucoma	0.647059	0.647059	6	17	11
Glaucoma	GlaucomaAngle_Closure	0.647059	0.785714	1	12	11
Glaucoma	Menarche	0.647059	0.189394	1	12	11
GlaucomaAngle_Closure	Aorta	0.785714	0.619048	1	12	11
GlaucomaAngle_Closure	ArthritisJuvenile	0.785714	0.444444	1	12	11
GlaucomaAngle_Closure	BodyWeight	0.785714	0.335878	1	12	11
GlaucomaAngle_Closure	Glaucoma	0.785714	0.647059	1	12	11
GlaucomaAngle_Closure	GlaucomaAngle_Closure	0.785714	0.785714	3	14	11
GlaucomaAngle_Closure	Menarche	0.785714	0.189394	1	12	11
Glioblastoma	CarcinomaBasalCell	0.866667	0.329412	1	23	22
Glioblastoma	Glioblastoma	0.866667	0.866667	6	45	39
Glioblastoma	Glioma	0.866667	0.807018	6	45	39
Glioblastoma	Hormones	0.866667	0.675	1	23	22
Glioblastoma	PlateletFunctionTests	0.866667	0.321212	3	20	17
Glioblastoma	SexHormone_BindingGlobulin	0.866667	0.659091	1	23	22
Glioma	AgeofOnset	0.807018	0.297297	1	2	1
Glioma	AlzheimerDisease	0.807018	0.246154	1	2	1
Glioma	CarcinomaBasalCell	0.807018	0.329412	1	23	22
Glioma	DeathSuddenCardiac	0.807018	0.142857	1	2	1
Glioma	Glioblastoma	0.807018	0.866667	6	45	39
Glioma	Glioma	0.807018	0.807018	11	57	46
Glioma	Hormones	0.807018	0.675	1	23	22
Glioma	Myopia	0.807018	0.52381	1	7	6
Glioma	PlateletFunctionTests	0.807018	0.321212	3	20	17
Glioma	SexHormone_BindingGlobulin	0.807018	0.659091	2	30	28
GlomerularFiltrationRate	Adiponectin	0.288889	0.111111	1	2	1
GlomerularFiltrationRate	Age_RelatedHearingImpairment1	0.288889	0.234375	1	7	6
GlomerularFiltrationRate	AlzheimerDisease	0.288889	0.246154	1	2	1
GlomerularFiltrationRate	Anthropometry	0.288889	0.2	1	2	1
GlomerularFiltrationRate	BodyHeight	0.288889	0.339093	4	10	6
GlomerularFiltrationRate	BodyMassIndex	0.288889	0.365989	7	8	1
GlomerularFiltrationRate	Breast	0.288889	0.357143	1	7	6
GlomerularFiltrationRate	BreastNeoplasms	0.288889	0.298319	1	7	6
GlomerularFiltrationRate	CalorimetryIndirect	0.288889	0.5	1	2	1
GlomerularFiltrationRate	Cartilage	0.288889	0.695652	1	2	1
GlomerularFiltrationRate	CerebrospinalFluid	0.288889	0.351648	1	2	1
GlomerularFiltrationRate	CholesterolHDL	0.288889	0.253472	8	9	1
GlomerularFiltrationRate	CholesterolLDL	0.288889	0.366102	5	11	6
GlomerularFiltrationRate	ColitisUlcerative	0.288889	0.298507	2	3	1
GlomerularFiltrationRate	CoronaryDisease	0.288889	0.338983	2	3	1
GlomerularFiltrationRate	Creatinine	0.288889	0.324675	44	65	21
GlomerularFiltrationRate	CrohnDisease	0.288889	0.254826	4	5	1
GlomerularFiltrationRate	DepressiveDisorder	0.288889	0.152778	2	3	1
GlomerularFiltrationRate	DiabetesMellitusType2	0.288889	0.149425	3	4	1
GlomerularFiltrationRate	Education	0.288889	0.317881	2	3	1
GlomerularFiltrationRate	EosinophilicEsophagitis	0.288889	0.285714	1	2	1
GlomerularFiltrationRate	ForcedExpiratoryVolume	0.288889	0.181818	2	9	7
GlomerularFiltrationRate	GallbladderNeoplasms	0.288889	0.5	1	2	1
GlomerularFiltrationRate	GlomerularFiltrationRate	0.288889	0.288889	66	90	24
GlomerularFiltrationRate	Hip	0.288889	0.439114	3	4	1
GlomerularFiltrationRate	Hypothyroidism	0.288889	0.192308	1	2	1
GlomerularFiltrationRate	InflammatoryBowelDiseases	0.288889	0.301471	3	4	1
GlomerularFiltrationRate	MacularDegeneration	0.288889	0.454545	5	12	7
GlomerularFiltrationRate	MentalDisorders	0.288889	0.478261	2	9	7
GlomerularFiltrationRate	Neuroticism	0.288889	0.185185	2	3	1
GlomerularFiltrationRate	OvarianNeoplasms	0.288889	0.480769	1	2	1
GlomerularFiltrationRate	PancreaticCarcinoma	0.288889	0.2	3	4	1
GlomerularFiltrationRate	PlateletAggregation	0.288889	0.5	2	9	7
GlomerularFiltrationRate	PlateletFunctionTests	0.288889	0.321212	6	9	3
GlomerularFiltrationRate	Prostate_SpecificAntigen	0.288889	0.230769	1	2	1
GlomerularFiltrationRate	Putamen	0.288889	0.333333	1	2	1
GlomerularFiltrationRate	RenalInsufficiencyChronic	0.288889	0.125	19	21	2
GlomerularFiltrationRate	RespiratorySystem	0.288889	0.285714	2	4	2
GlomerularFiltrationRate	Schizophrenia	0.288889	0.396783	3	4	1
GlomerularFiltrationRate	SexCharacteristics	0.288889	0	1	2	1
GlomerularFiltrationRate	Thyrotropin	0.288889	0.125	1	2	1
GlomerularFiltrationRate	Transplants	0.288889	0.551724	1	8	7
GlomerularFiltrationRate	Triglycerides	0.288889	0.279279	6	7	1
GlomerularFiltrationRate	UricAcid	0.288889	0.325581	8	16	8
GlomerularFiltrationRate	VascularEndothelialGrowthFactors	0.288889	0.25	1	2	1
GlomerularFiltrationRate	WaistCircumference	0.288889	0.571429	2	3	1
GlomerularFiltrationRate	Waist_HipRatio	0.288889	0.166667	2	3	1
GlomerularFiltrationRate	WetMacularDegeneration	0.288889	0.453125	3	4	1
GlomerularFiltrationRate	coenzymeQ10	0.288889	0.2	1	2	1
GlomerularFiltrationRate	tauProteins	0.288889	0.642857	1	2	1
GlomerulosclerosisFocalSegmental	DiabeticNephropathies	0.5	0.533333	1	2	1
GlomerulosclerosisFocalSegmental	GlomerulosclerosisFocalSegmental	0.5	0.5	1	2	1
Gout	AdenocarcinomaOfEsophagus	0.397059	0.1875	1	2	1
Gout	BarrettEsophagus	0.397059	0.166667	1	2	1
Gout	BodyHeight	0.397059	0.339093	4	6	2
Gout	BodyMassIndex	0.397059	0.365989	5	7	2
Gout	Cholesterol	0.397059	0.231527	4	6	2
Gout	CholesterolHDL	0.397059	0.253472	5	9	4
Gout	CognitionDisorders	0.397059	0.230769	1	3	2
Gout	CognitiveDysfunction	0.397059	0.212121	1	3	2
Gout	Eating	0.397059	0.5	1	3	2
Gout	Echocardiography	0.397059	0.349398	1	3	2
Gout	Education	0.397059	0.317881	1	15	14
Gout	Electrocardiography	0.397059	0.3	5	7	2
Gout	Emphysema	0.397059	0.166667	1	3	2
Gout	EssentialTremor	0.397059	0.3	1	3	2
Gout	GastrointestinalMicrobiome	0.397059	0.240506	2	3	1
Gout	GlaucomaOpen_Angle	0.397059	0.181818	1	3	2
Gout	Gout	0.397059	0.397059	42	68	26
Gout	HeartRate	0.397059	0.272727	2	4	2
Gout	Interleukin_6	0.397059	0.25	1	3	2
Gout	IntraocularPressure	0.397059	0.333333	1	3	2
Gout	Lipids	0.397059	0.303571	2	4	2
Gout	Lipoproteins	0.397059	0.727273	1	3	2
Gout	LipoproteinsVLDL	0.397059	0.196429	2	4	2
Gout	LungVolumeMeasurements	0.397059	0.219178	4	6	2
Gout	MacularDegeneration	0.397059	0.454545	1	3	2
Gout	MentalHealth	0.397059	0.272727	1	3	2
Gout	MetabolicSyndromeX	0.397059	0.342857	2	4	2
Gout	Metabolism	0.397059	0.375839	7	11	4
Gout	PelvicOrganProlapse	0.397059	0.285714	1	3	2
Gout	PlateletFunctionTests	0.397059	0.321212	7	9	2
Gout	Schizophrenia	0.397059	0.396783	3	19	16
Gout	Triglycerides	0.397059	0.279279	2	4	2
Gout	VascularCalcification	0.397059	0.232558	2	4	2
Gout	Waist_HipRatio	0.397059	0.166667	1	3	2
Gout	WetMacularDegeneration	0.397059	0.453125	1	3	2
HashimotoDisease	DocosahexaenoicAcids	0.5	0.25	1	2	1
HashimotoDisease	GlomerulonephritisIGA	0.5	0.09375	1	2	1
HashimotoDisease	GravesDisease	0.5	0.133333	1	2	1
HashimotoDisease	HashimotoDisease	0.5	0.5	1	2	1
HashimotoDisease	Hypothyroidism	0.5	0.192308	1	2	1
HashimotoDisease	ThyroidDiseases	0.5	0.333333	1	2	1
HashimotoDisease	Thyrotropin	0.5	0.125	1	2	1
Health	AlzheimerDisease	0.333333	0.246154	2	3	1
Health	Amyloidbeta_Peptides	0.333333	0.2	2	3	1
Health	AmyloidosisCerebralwithSpongiformEncephalopathy	0.333333	0.125	1	2	1
Health	C_ReactiveProtein	0.333333	0.11194	2	3	1
Health	CerebralCortex	0.333333	0.375	2	3	1
Health	CerebrospinalFluid	0.333333	0.351648	1	2	1
Health	Cholesterol	0.333333	0.231527	2	3	1
Health	CholesterolHDL	0.333333	0.253472	2	3	1
Health	CholesterolLDL	0.333333	0.366102	2	3	1
Health	CognitionDisorders	0.333333	0.230769	1	2	1
Health	Health	0.333333	0.333333	2	3	1
Health	HydroxymethylglutarylCoAReductases	0.333333	0.166667	2	3	1
Health	LewyBodyDisease	0.333333	0.5	1	2	1
Health	Lipids	0.333333	0.303571	2	3	1
Health	Lipoproteins	0.333333	0.727273	2	3	1
Health	Longevity	0.333333	0.26087	2	3	1
Health	MacularDegeneration	0.333333	0.454545	2	3	1
Health	Metabolism	0.333333	0.375839	2	3	1
Health	Neuroimaging	0.333333	0.4	1	2	1
Health	Triglycerides	0.333333	0.279279	2	3	1
Health	WetMacularDegeneration	0.333333	0.453125	1	2	1
Health	tauProteins	0.333333	0.642857	1	2	1
HeartRate	ApolipoproteinsE	0.272727	0.6	1	2	1
HeartRate	AudiometryPure_Tone	0.272727	0.318182	1	2	1
HeartRate	BloodPressure	0.272727	0.289116	7	8	1
HeartRate	BodyMassIndex	0.272727	0.365989	7	18	11
HeartRate	BronchodilatorAgents	0.272727	0.172932	1	2	1
HeartRate	C_ReactiveProtein	0.272727	0.11194	4	5	1
HeartRate	CardiovascularDiseases	0.272727	0.410256	1	2	1
HeartRate	CarotidArteryDiseases	0.272727	0.266667	1	2	1
HeartRate	CholesterolHDL	0.272727	0.253472	9	12	3
HeartRate	CognitionDisorders	0.272727	0.230769	1	3	2
HeartRate	CognitiveDysfunction	0.272727	0.212121	1	3	2
HeartRate	CornealTopography	0.272727	0.632353	1	12	11
HeartRate	Echocardiography	0.272727	0.349398	2	5	3
HeartRate	EicosapentaenoicAcid	0.272727	0.285714	2	3	1
HeartRate	Emphysema	0.272727	0.166667	1	3	2
HeartRate	EssentialTremor	0.272727	0.3	1	3	2
HeartRate	Fibrinogen	0.272727	0.204819	2	3	1
HeartRate	Glucose	0.272727	0.244898	5	6	1
HeartRate	Gout	0.272727	0.397059	2	4	2
HeartRate	HeartRate	0.272727	0.272727	70	99	29
HeartRate	Hip	0.272727	0.439114	4	5	1
HeartRate	Inflammation	0.272727	0.4	1	2	1
HeartRate	Interleukin_6	0.272727	0.25	1	3	2
HeartRate	LifeExpectancy	0.272727	0.25	1	2	1
HeartRate	LipoproteinsVLDL	0.272727	0.196429	2	4	2
HeartRate	LungVolumeMeasurements	0.272727	0.219178	1	2	1
HeartRate	MacularDegeneration	0.272727	0.454545	3	14	11
HeartRate	Metabolism	0.272727	0.375839	4	6	2
HeartRate	MigraineDisorders	0.272727	0.211538	2	3	1
HeartRate	ParkinsonDisease	0.272727	0.276596	2	4	2
HeartRate	PlateletFunctionTests	0.272727	0.321212	4	6	2
HeartRate	PulmonaryDiseaseChronicObstructive	0.272727	0.0909091	2	3	1
HeartRate	Schizophrenia	0.272727	0.396783	5	7	2
HeartRate	Triglycerides	0.272727	0.279279	6	15	9
HeartRate	Voice	0.272727	0.25	1	2	1
HeartRate	WetMacularDegeneration	0.272727	0.453125	2	13	11
HeartRate	WhiteMatter	0.272727	0.190476	2	5	3
HelicobacterInfections	CerebrospinalFluid	0.333333	0.351648	1	2	1
HelicobacterInfections	ColitisUlcerative	0.333333	0.298507	1	2	1
HelicobacterInfections	CrohnDisease	0.333333	0.254826	1	2	1
HelicobacterInfections	HelicobacterInfections	0.333333	0.333333	2	3	1
HelicobacterInfections	InflammatoryBowelDiseases	0.333333	0.301471	1	2	1
HelicobacterInfections	LupusErythematosusSystemic	0.333333	0.255605	1	2	1
HelicobacterInfections	MucocutaneousLymphNodeSyndrome	0.333333	0.294118	1	2	1
Hematocrit	1_Alkyl_2_acetylglycerophosphocholineEsterase	0.317073	0.333333	4	7	3
Hematocrit	AlanineTransaminase	0.317073	0.1	1	2	1
Hematocrit	ArterialPressure	0.317073	0.176471	5	6	1
Hematocrit	Astigmatism	0.317073	0.5	1	2	1
Hematocrit	AtrialFibrillation	0.317073	0.229167	27	37	10
Hematocrit	AttentionDeficitDisorderwithHyperactivity	0.317073	0.272727	2	3	1
Hematocrit	Autoantibodies	0.317073	0.4	1	2	1
Hematocrit	BipolarDisorder	0.317073	0.313253	2	3	1
Hematocrit	BloodPressure	0.317073	0.289116	33	49	16
Hematocrit	BodyHeight	0.317073	0.339093	5	9	4
Hematocrit	BodyMassIndex	0.317073	0.365989	31	46	15
Hematocrit	BoneDensity	0.317073	0.231405	2	3	1
Hematocrit	BreastNeoplasms	0.317073	0.298319	2	3	1
Hematocrit	C_ReactiveProtein	0.317073	0.11194	11	12	1
Hematocrit	ChildDevelopmentDisordersPervasive	0.317073	0.166667	2	3	1
Hematocrit	CholangitisSclerosing	0.317073	0.40625	1	2	1
Hematocrit	Cholesterol	0.317073	0.231527	32	48	16
Hematocrit	CholesterolHDL	0.317073	0.253472	29	44	15
Hematocrit	CholesterolLDL	0.317073	0.366102	11	16	5
Hematocrit	ClinicalLaboratoryTechniques	0.317073	0.2	2	3	1
Hematocrit	ColitisUlcerative	0.317073	0.298507	1	3	2
Hematocrit	ColorectalNeoplasms	0.317073	0.296296	1	2	1
Hematocrit	CornealTopography	0.317073	0.632353	1	2	1
Hematocrit	CoronaryDisease	0.317073	0.338983	28	39	11
Hematocrit	DepressiveDisorder	0.317073	0.152778	2	3	1
Hematocrit	DiabetesMellitus	0.317073	0.244444	27	37	10
Hematocrit	DiabetesMellitusType2	0.317073	0.149425	3	4	1
Hematocrit	Electrocardiography	0.317073	0.3	30	45	15
Hematocrit	ErythrocyteCount	0.317073	0.27907	10	15	5
Hematocrit	ErythrocyteIndices	0.317073	0.252427	10	14	4
Hematocrit	EsophagealNeoplasms	0.317073	0.230769	1	2	1
Hematocrit	Face	0.317073	0.625	1	6	5
Hematocrit	Glucose	0.317073	0.244898	29	44	15
Hematocrit	GlucoseToleranceTest	0.317073	0.166667	2	3	1
Hematocrit	HeartFailure	0.317073	0.209302	27	37	10
Hematocrit	Hematocrit	0.317073	0.317073	55	82	27
Hematocrit	Hemoglobins	0.317073	0.35	14	20	6
Hematocrit	Hip	0.317073	0.439114	4	5	1
Hematocrit	Insulin	0.317073	0.0882353	3	4	1
Hematocrit	Lipids	0.317073	0.303571	10	13	3
Hematocrit	Lipoproteins	0.317073	0.727273	7	11	4
Hematocrit	LiverCirrhosisBiliary	0.317073	0.216667	2	5	3
Hematocrit	MetabolicSyndromeX	0.317073	0.342857	6	9	3
Hematocrit	Metabolism	0.317073	0.375839	12	16	4
Hematocrit	Mortality	0.317073	0.23913	27	37	10
Hematocrit	MyocardialInfarction	0.317073	0.418182	3	4	1
Hematocrit	Myopia	0.317073	0.52381	1	2	1
Hematocrit	Neoplasms	0.317073	0.207547	27	37	10
Hematocrit	Neuroticism	0.317073	0.185185	1	2	1
Hematocrit	Nose	0.317073	0.521739	2	8	6
Hematocrit	PlateletFunctionTests	0.317073	0.321212	4	9	5
Hematocrit	Schizophrenia	0.317073	0.396783	8	14	6
Hematocrit	Stroke	0.317073	0.178571	28	39	11
Hematocrit	Survival	0.317073	0.238095	2	3	1
Hematocrit	TetralogyofFallot	0.317073	0.5	1	2	1
Hematocrit	Tonsillectomy	0.317073	0.128571	1	3	2
Hematocrit	Triglycerides	0.317073	0.279279	30	45	15
Hematocrit	VascularCalcification	0.317073	0.232558	6	9	3
Hematocrit	WaistCircumference	0.317073	0.571429	2	3	1
Hematocrit	alpha_carotene	0.317073	0.333333	1	2	1
Hematocrit	hemoglobinA1cproteinhuman	0.317073	0.0526316	5	6	1
Hematocrit	oxidizedlowdensitylipoprotein	0.317073	0.75	1	4	3
HematologicTests	HematologicTests	0.25	0.25	3	4	1
HematologicTests	Hippocampus	0.25	0.0909091	1	2	1
HematologicTests	InflammatoryBowelDiseases	0.25	0.301471	1	2	1
HematologicTests	OpticDisk	0.25	0.446809	1	2	1
HematologicTests	PartialThromboplastinTime	0.25	0.307692	2	3	1
HematologicTests	PlateletFunctionTests	0.25	0.321212	1	2	1
HematologicTests	PulmonaryEmbolism	0.25	0.25	2	3	1
HematologicTests	Stroke	0.25	0.178571	2	3	1
HematologicTests	Thrombosis	0.25	0.25	2	3	1
HematologicTests	VenousThromboembolism	0.25	0.125	2	3	1
HematologicTests	fibrinogenDfragment	0.25	0.444444	1	2	1
Hemochromatosis	AlcoholDrinking	0.5	0.189189	1	2	1
Hemochromatosis	Anemia	0.5	0.25	1	2	1
Hemochromatosis	Hemochromatosis	0.5	0.5	1	2	1
Hemochromatosis	Hepcidins	0.5	0.222222	1	2	1
Hemochromatosis	Iron	0.5	0.166667	1	2	1
Hemochromatosis	Iron_BindingProteins	0.5	0.5	1	2	1
Hemochromatosis	PlateletFunctionTests	0.5	0.321212	1	2	1
Hemochromatosis	Selenium	0.5	0.25	1	2	1
Hemochromatosis	Transferrin	0.5	0.230769	1	2	1
HemoglobinAGlycosylated	3_hydroxy_1_methylpropylmercapturicacid	0.285714	0.166667	1	2	1
HemoglobinAGlycosylated	AminoAcids	0.285714	0.147059	1	2	1
HemoglobinAGlycosylated	BloodCells	0.285714	0.285714	1	2	1
HemoglobinAGlycosylated	BloodPressure	0.285714	0.289116	1	2	1
HemoglobinAGlycosylated	BodyHeight	0.285714	0.339093	3	4	1
HemoglobinAGlycosylated	BodyMassIndex	0.285714	0.365989	3	4	1
HemoglobinAGlycosylated	BronchodilatorAgents	0.285714	0.172932	4	5	1
HemoglobinAGlycosylated	CarotidArteryDiseases	0.285714	0.266667	1	2	1
HemoglobinAGlycosylated	CholesterolLDL	0.285714	0.366102	1	2	1
HemoglobinAGlycosylated	Echocardiography	0.285714	0.349398	1	2	1
HemoglobinAGlycosylated	ForcedExpiratoryVolume	0.285714	0.181818	3	4	1
HemoglobinAGlycosylated	GastrointestinalMicrobiome	0.285714	0.240506	1	2	1
HemoglobinAGlycosylated	HemoglobinAGlycosylated	0.285714	0.285714	10	14	4
HemoglobinAGlycosylated	Hemoglobins	0.285714	0.35	2	4	2
HemoglobinAGlycosylated	Mortality	0.285714	0.23913	2	3	1
HemoglobinAGlycosylated	MyastheniaGravis	0.285714	0.2	1	2	1
HemoglobinAGlycosylated	PlateletFunctionTests	0.285714	0.321212	2	3	1
HemoglobinAGlycosylated	PulmonaryDiseaseChronicObstructive	0.285714	0.0909091	1	2	1
HemoglobinAGlycosylated	Schizophrenia	0.285714	0.396783	1	2	1
HemoglobinAGlycosylated	Smoking	0.285714	0.258824	1	2	1
HemoglobinAGlycosylated	UricAcid	0.285714	0.325581	1	2	1
HemoglobinAGlycosylated	VenousThromboembolism	0.285714	0.125	1	2	1
Hemoglobins	AlanineTransaminase	0.35	0.1	1	2	1
Hemoglobins	ArterialPressure	0.35	0.176471	4	5	1
Hemoglobins	Astigmatism	0.35	0.5	1	2	1
Hemoglobins	BloodPressure	0.35	0.289116	7	8	1
Hemoglobins	BodyHeight	0.35	0.339093	2	6	4
Hemoglobins	C_ReactiveProtein	0.35	0.11194	2	3	1
Hemoglobins	Cholesterol	0.35	0.231527	3	4	1
Hemoglobins	CholesterolLDL	0.35	0.366102	2	3	1
Hemoglobins	CornealTopography	0.35	0.632353	1	2	1
Hemoglobins	CoronaryDisease	0.35	0.338983	2	3	1
Hemoglobins	ErythrocyteCount	0.35	0.27907	29	51	22
Hemoglobins	ErythrocyteIndices	0.35	0.252427	36	58	22
Hemoglobins	FetalHemoglobin	0.35	0.0769231	7	8	1
Hemoglobins	Hematocrit	0.35	0.317073	14	20	6
Hemoglobins	HemoglobinA2	0.35	0.0714286	12	13	1
Hemoglobins	HemoglobinAGlycosylated	0.35	0.285714	2	4	2
Hemoglobins	Hemoglobins	0.35	0.35	54	80	26
Hemoglobins	LiverCirrhosisBiliary	0.35	0.216667	1	2	1
Hemoglobins	Malaria	0.35	0.142857	3	4	1
Hemoglobins	MyocardialInfarction	0.35	0.418182	1	2	1
Hemoglobins	Schizophrenia	0.35	0.396783	4	16	12
Hemoglobins	Stroke	0.35	0.178571	2	3	1
Hemoglobins	TetralogyofFallot	0.35	0.5	1	2	1
Hemoglobins	alpha_carotene	0.35	0.333333	1	2	1
HerniaInguinal	CornealTopography	0.25	0.632353	1	2	1
HerniaInguinal	HerniaInguinal	0.25	0.25	3	4	1
HerniaInguinal	Osteosarcoma	0.25	0.25	1	2	1
Hip	3_hydroxy_1_methylpropylmercapturicacid	0.439114	0.166667	3	4	1
Hip	Age_RelatedHearingImpairment1	0.439114	0.234375	5	7	2
Hip	AgeofOnset	0.439114	0.297297	3	4	1
Hip	AlzheimerDisease	0.439114	0.246154	5	7	2
Hip	AmyloidosisCerebralwithSpongiformEncephalopathy	0.439114	0.125	1	2	1
Hip	Angiotensin_ConvertingEnzymeInhibitors	0.439114	0.0909091	1	2	1
Hip	ArthritisRheumatoid	0.439114	0.208633	2	3	1
Hip	AtrialFibrillation	0.439114	0.229167	3	4	1
Hip	AttentionDeficitDisorderwithHyperactivity	0.439114	0.272727	1	2	1
Hip	Autoantibodies	0.439114	0.4	1	2	1
Hip	Autosomaldominantcompellinghelioophthalmicoutburstsyndrome	0.439114	0.272727	1	2	1
Hip	Biomarkers	0.439114	0.130435	2	3	1
Hip	BipolarDisorder	0.439114	0.313253	2	3	1
Hip	BloodPressure	0.439114	0.289116	18	34	16
Hip	BloodUreaNitrogen	0.439114	0.111111	2	3	1
Hip	BodyHeight	0.439114	0.339093	48	129	81
Hip	BodyMassIndex	0.439114	0.365989	89	184	95
Hip	BodyWeight	0.439114	0.335878	14	20	6
Hip	BoneDensity	0.439114	0.231405	10	17	7
Hip	Breast	0.439114	0.357143	2	3	1
Hip	BreastNeoplasms	0.439114	0.298319	5	7	2
Hip	C_ReactiveProtein	0.439114	0.11194	5	6	1
Hip	CalorimetryIndirect	0.439114	0.5	1	2	1
Hip	CarcinomaRenalCell	0.439114	0.428571	1	2	1
Hip	CardiovascularDiseases	0.439114	0.410256	2	3	1
Hip	CerebrospinalFluid	0.439114	0.351648	4	6	2
Hip	ChildDevelopmentDisordersPervasive	0.439114	0.166667	1	2	1
Hip	Chin	0.439114	0.0833333	2	3	1
Hip	CholangitisSclerosing	0.439114	0.40625	1	2	1
Hip	Cholesterol	0.439114	0.231527	5	7	2
Hip	CholesterolHDL	0.439114	0.253472	12	17	5
Hip	CholesterolLDL	0.439114	0.366102	4	6	2
Hip	CircadianRhythm	0.439114	0.0857143	1	2	1
Hip	CleftLip	0.439114	0.40625	3	5	2
Hip	CleftPalate	0.439114	0.419355	3	5	2
Hip	ClinicalLaboratoryTechniques	0.439114	0.2	1	2	1
Hip	CognitionDisorders	0.439114	0.230769	1	2	1
Hip	CognitiveDysfunction	0.439114	0.212121	1	2	1
Hip	ColorectalNeoplasms	0.439114	0.296296	4	7	3
Hip	CoronaryDisease	0.439114	0.338983	4	5	1
Hip	Creatinine	0.439114	0.324675	2	3	1
Hip	CrohnDisease	0.439114	0.254826	7	10	3
Hip	Cytokines	0.439114	0.571429	4	5	1
Hip	DentalCaries	0.439114	0.411765	1	2	1
Hip	DepressiveDisorder	0.439114	0.152778	5	7	2
Hip	DiabetesMellitus	0.439114	0.244444	3	4	1
Hip	DiabetesMellitusType2	0.439114	0.149425	6	7	1
Hip	Diuretics	0.439114	0.428571	1	4	3
Hip	Echocardiography	0.439114	0.349398	4	6	2
Hip	Education	0.439114	0.317881	6	18	12
Hip	EicosapentaenoicAcid	0.439114	0.285714	1	2	1
Hip	Electrocardiography	0.439114	0.3	8	12	4
Hip	Emphysema	0.439114	0.166667	2	3	1
Hip	Endometriosis	0.439114	0.333333	1	3	2
Hip	EosinophilicEsophagitis	0.439114	0.285714	1	2	1
Hip	ErythrocyteIndices	0.439114	0.252427	3	6	3
Hip	ExerciseTest	0.439114	0.153846	1	3	2
Hip	Eyebrows	0.439114	0.171429	1	2	1
Hip	FollicleStimulatingHormone	0.439114	0.230769	1	2	1
Hip	GallbladderNeoplasms	0.439114	0.5	1	2	1
Hip	GlomerularFiltrationRate	0.439114	0.288889	3	4	1
Hip	Glucose	0.439114	0.244898	3	4	1
Hip	GlucoseToleranceTest	0.439114	0.166667	2	3	1
Hip	HeartFailure	0.439114	0.209302	3	4	1
Hip	HeartRate	0.439114	0.272727	4	5	1
Hip	Hematocrit	0.439114	0.317073	4	5	1
Hip	Hip	0.439114	0.439114	150	271	121
Hip	HirschsprungDisease	0.439114	0.2	1	2	1
Hip	Hypothyroidism	0.439114	0.192308	3	5	2
Hip	InflammatoryBowelDiseases	0.439114	0.301471	6	8	2
Hip	Insulin	0.439114	0.0882353	4	7	3
Hip	InsulinResistance	0.439114	0.135135	1	3	2
Hip	Insulin_LikeGrowthFactorI	0.439114	0.166667	1	3	2
Hip	LeukocyteCount	0.439114	0.117647	1	2	1
Hip	LifeExpectancy	0.439114	0.25	1	2	1
Hip	LinoleicAcid	0.439114	0.852941	1	52	51
Hip	Lipids	0.439114	0.303571	1	2	1
Hip	Lipoproteins	0.439114	0.727273	1	2	1
Hip	LungVolumeMeasurements	0.439114	0.219178	2	3	1
